EVENTID,AUTHOR,DATE,TIME,LAT,LON,DEPTH,TYPE,MAG
431975,ISC      ,21/7/88,53:42.5,18.9687,94.9078,35,mb    ,4.6
432031,ISC      ,21/7/88,37:50.7,15.6386,93.8722,10,mb    ,3.9
432865,ISC      ,28/7/88,22:24.4,19.8296,94.6178,10,mb    ,4.1
426848,ISC      ,1/8/88,22:29.0,20.9397,94.9136,120,mb    ,4.3
428070,ISC      ,6/8/88,36:26.9,25.0641,95.1692,98.1,mb    ,6.9
428111,ISC      ,6/8/88,21:43.9,25.2954,94.8945,94,mb    ,4.5
428310,ISC      ,7/8/88,04:15.1,25.5579,95.1765,35,mb    ,4.4
428360,ISC      ,7/8/88,23:14.0,25.2213,94.9402,104,mb    ,4.3
428421,ISC      ,8/8/88,55:00.6,24.8744,95,100,mb    ,4.6
428441,ISC      ,8/8/88,14:24.7,25.4109,94.9085,95.1,mb    ,4.7
428917,ISC      ,13/8/88,59:52.2,25.2567,95.1682,89.2,mb    ,5.1
429000,ISC      ,14/8/88,50:50.8,22.7304,99.7947,10,mb    ,4.8
429634,ISC      ,21/8/88,16:31.2,25.2627,95.031,89.4,mb    ,5
430369,ISC      ,31/8/88,09:05.9,22.8147,99.8404,35,MS    ,4.2
424653,ISC      ,4/9/88,02:02.0,26.1397,91.8306,35,mb    ,4
424658,ISC      ,4/9/88,21:09.4,25.2003,95.0019,50,mb    ,4.4
425200,ISC      ,11/9/88,03:00.2,19.0894,95.8534,10,mb    ,4.3
425245,ISC      ,12/9/88,46:02.8,20.8366,93.9286,39.9,mb    ,4.7
425618,ISC      ,17/9/88,45:07.0,25.2366,94.9197,104,mb    ,4.4
425699,ISC      ,19/9/88,04:10.4,21.9341,94.1484,89,mb    ,4.6
422317,ISC      ,9/10/88,04:59.5,24.7177,94.6781,10,mb    ,4.7
422538,ISC      ,12/10/88,54:25.9,23.7083,96.0026,35,mb    ,4.4
423426,ISC      ,22/10/88,23:27.1,26.6914,96.326,10,mb    ,4.6
423527,ISC      ,23/10/88,43:10.4,20.2832,94.3951,61,mb    ,5.3
419867,ISC      ,6/11/88,03:20.8,22.8734,99.7384,12.6,mb    ,6.2
419869,ISC      ,6/11/88,15:46.5,23.2595,99.5266,15.9,mb    ,6.4
419871,ISC      ,6/11/88,21:06.8,22.9899,100.0458,35,mb    ,5.8
419874,ISC      ,6/11/88,36:38.5,23.1943,99.425,14,mb    ,4.7
419875,ISC      ,6/11/88,39:53.5,22.9648,99.8088,35,mb    ,4.9
419876,ISC      ,6/11/88,43:09.9,23.2406,99.2987,14,mb    ,4.8
419877,ISC      ,6/11/88,45:01.4,23.3276,99.3869,35,mb    ,4.7
419881,ISC      ,6/11/88,13:25.3,23.1823,99.5679,7.6,mb    ,5.2
419882,ISC      ,6/11/88,29:50.7,23.2148,99.5524,35,mb    ,4.8
419883,ISC      ,6/11/88,46:00.4,23.1577,99.3963,14,mL    ,4.3
419887,ISC      ,6/11/88,12:00.3,22.6875,99.9284,35,mL    ,4.1
419893,ISC      ,6/11/88,49:21.5,22.3807,99.7545,35,mL    ,4.3
419895,ISC      ,6/11/88,00:33.0,23.3911,99.5808,10.9,mb    ,5.2
419896,ISC      ,6/11/88,19:10.3,23.0253,99.7783,10,mb    ,4.4
419905,ISC      ,6/11/88,09:05.0,23.4615,99.5153,10,mb    ,4.3
419911,BJI      ,6/11/88,19:10:34,22.8,99.7,10,mL    ,4.2
419916,ISC      ,6/11/88,01:22.4,23.8871,99.4284,35,mL    ,4.3
419917,ISC      ,6/11/88,24:29.4,23.0354,99.7535,35,mb    ,5.4
419918,ISC      ,6/11/88,35:33.6,23.3844,99.2877,35,mb    ,4.4
419919,ISC      ,6/11/88,19:06.1,23.2247,99.5869,14,mb    ,4.2
419920,ISC      ,6/11/88,47:54.6,22.4492,99.2041,35,MS    ,4.3
419921,ISC      ,6/11/88,40:34.6,23.6209,99.3437,35,mb    ,4.6
419933,ISC      ,7/11/88,39:58.5,23.3899,99.5943,17.7,mb    ,4.9
419962,ISC      ,7/11/88,21:31.5,23.1413,98.956,35,mL    ,4.3
419993,ISC      ,7/11/88,32:45.1,23.3329,99.224,35,mL    ,4.2
419997,ISC      ,7/11/88,50:33.9,23.5371,99.5115,35,MS    ,4.1
420003,ISC      ,7/11/88,00:27.8,23.15,99.6092,14,mb    ,4.2
420007,BJI      ,8/11/88,1:51:06,22.89,99.6,16,mL    ,4.1
420019,ISC      ,8/11/88,01:10.1,23.0331,99.5408,14,mb    ,4.7
420032,ISC      ,8/11/88,53:08.9,22.5433,99.9467,10,MS    ,4.3
420092,ISC      ,9/11/88,14:07.8,22.9126,99.9758,10,mL    ,4.2
420123,ISC      ,9/11/88,32:20.8,23.2653,99.0268,10,MS    ,4.2
420195,ISC      ,10/11/88,43:39.6,23.5148,99.4601,35,mb    ,4.6
420230,ISC      ,10/11/88,49:43.1,22.8598,99.7804,35,mL    ,4.2
420256,ISC      ,11/11/88,41:18.0,22.8796,99.6995,14,mb    ,4.5
420264,ISC      ,11/11/88,18:13.4,23.2781,99.5308,10,mL    ,4.4
420289,ISC      ,11/11/88,16:39.9,23.302,99.407,10,mL    ,4.5
420338,ISC      ,12/11/88,20:18.6,23.3909,99.5204,35,mL    ,4.2
420430,BJI      ,14/11/88,30:46.3,22.59,99.94,32,mL    ,3.9
420538,ISC      ,15/11/88,28:15.3,23.1524,99.6209,16.1,mb    ,5.2
420687,ISC      ,17/11/88,14:49.9,23.3698,99.2967,10,mb    ,4.9
420760,ISC      ,18/11/88,29:22.4,23.3593,99.3768,35,mL    ,4.2
420766,ISC      ,18/11/88,21:46.0,23.1966,99.6897,14,mb    ,4.9
420780,ISC      ,18/11/88,18:49.8,22.7119,99.7025,35,mb    ,4.4
420783,ISC      ,19/11/88,37:13.3,22.9921,99.729,13.1,mb    ,5.1
420858,ISC      ,20/11/88,35:35.8,23.5833,99.3286,35,mL    ,4.5
421400,ISC      ,27/11/88,17:57.5,22.7028,99.8897,13.6,mb    ,5.1
421414,ISC      ,27/11/88,12:45.7,23.538,93.5218,51,mb    ,5.2
421479,ISC      ,28/11/88,38:14.1,23.021,99.7314,35,mb    ,5
421647,ISC      ,30/11/88,09:44.6,24.1469,94.4347,96,mb    ,4.8
421662,ISC      ,30/11/88,13:31.5,22.7597,99.8886,14.4,mb    ,5.8
417053,BJI      ,2/12/88,30:20.3,22.88,99.92,6,mL    ,3.7
417232,ISC      ,4/12/88,43:11.5,25.0943,94.9629,104,mb    ,4.6
417274,ISC      ,5/12/88,17:40.1,20.9869,93.8837,52,mb    ,4.5
417563,ISC      ,8/12/88,32:48.1,23.4045,99.4044,10,mb    ,4.9
418444,ISC      ,19/12/88,06:54.8,23.3049,99.5072,4.6,mb    ,5.1
418459,ISC      ,19/12/88,01:48.3,23.3012,99.6157,10,MS    ,4
418521,ISC      ,20/12/88,45:45.6,27.6609,91.1577,33.5,mb    ,5
418663,ISC      ,22/12/88,49:48.1,23.2314,99.5161,14,mL    ,4.5
418877,ISC      ,25/12/88,41:46.5,23.0088,99.877,10,mL    ,3.9
418927,ISC      ,26/12/88,48:46.1,23.441,99.5209,10,mb    ,4.4
419051,ISC      ,27/12/88,15:54.5,23.2347,94.603,123.3,mb    ,5.1
419080,ISC      ,28/12/88,29:39.5,27.0979,96.9213,28,mb    ,4.6
419210,ISC      ,29/12/88,21:49.6,24.657,93.3592,55,mb    ,4.5
419286,ISC      ,30/12/88,49:39.3,22.5446,93.9845,88,mb    ,4.5
414270,ISC      ,2/1/89,50:54.9,25.0424,95.0409,109.8,mb    ,4.2
414675,ISC      ,7/1/89,09:50.2,23.2858,98.9083,35,MS    ,4
414986,ISC      ,10/1/89,21:53.7,24.6333,93.1153,35,mb    ,4.3
415514,ISC      ,16/1/89,28:55.0,22.5317,99.5175,10,mb    ,4.3
416117,ISC      ,22/1/89,41:12.4,24.7867,94.1425,77.5,mb    ,4
416143,ISC      ,22/1/89,55:15.4,18.2661,94.1581,35,mb    ,5.2
416157,ISC      ,23/1/89,06:23.9,18.2872,96.0168,35,mb    ,4.5
416289,ISC      ,24/1/89,32:01.4,22.8541,99.6915,14,mb    ,4.6
416575,ISC      ,27/1/89,14:52.9,25.3725,94.9107,85,mb    ,4.3
412374,ISC      ,10/2/89,36:54.8,26.0056,99.6914,35,mb    ,4.5
412583,ISC      ,12/2/89,55:48.0,26.0765,96.9835,24.6,mb    ,5.2
413568,ISC      ,22/2/89,04:34.8,26.0083,99.0211,10,mb    ,4.6
414018,ISC      ,28/2/89,26:42.1,27.0704,92.6119,34.6,mb    ,4.8
408996,ISC      ,1/3/89,25:06.0,21.7548,97.9489,10.5,mb    ,5.3
409018,ISC      ,1/3/89,28:52.3,21.6263,97.8073,10,mb    ,4.6
409635,ISC      ,8/3/89,02:08.0,26.9209,92.6963,54.7,mb    ,5.1
410000,ISC      ,13/3/89,06:47.7,22.8549,91.981,22,mb    ,4.1
410237,BJI      ,16/3/89,13:47:05,24.7,99.5,7,mL    ,3.5
410301,ISC      ,17/3/89,08:08.5,21.6313,97.8731,10,MS    ,4.4
410302,ISC      ,17/3/89,14:20.3,22.0224,97.9078,10,mb    ,3.7
406433,ISC      ,3/4/89,39:32.8,25.1518,94.6245,58.7,mb    ,5.4
406588,ISC      ,6/4/89,47:56.8,24.9073,94.9247,104,mb    ,4.1
406800,ISC      ,8/4/89,03:38.7,26.3391,96.7643,10,mb    ,4.4
406869,ISC      ,9/4/89,52:20.3,19.1019,95.7239,13,mb    ,3.9
407202,ISC      ,13/4/89,25:37.6,24.4274,92.5055,28.6,mb    ,5.2
407369,ISC      ,14/4/89,51:54.7,23.3159,99.5646,35,mb    ,4.4
407503,ISC      ,16/4/89,49:38.7,25.0042,95.8828,23,mb    ,4.7
407943,ISC      ,21/4/89,46:31.7,21.7241,95.6603,35,mb    ,4.7
408042,ISC      ,22/4/89,37:14.7,26.5781,96.9593,15,mb    ,4.4
408253,ISC      ,24/4/89,11:43.4,24.4146,94.7686,99,mb    ,4.8
408427,ISC      ,26/4/89,16:41.1,23.2175,99.2918,14,mL    ,3.8
408827,ISC      ,29/4/89,55:17.3,25.5915,91.5977,28,mb    ,4.3
403866,ISC      ,6/5/89,40:57.8,22.3723,99.8243,10,mb    ,4.7
403937,ISC      ,7/5/89,38:20.0,23.5256,99.6609,29.5,mb    ,5.4
404053,ISC      ,8/5/89,19:47.1,23.4444,99.3621,35,mL    ,4.5
404217,ISC      ,9/5/89,17:19.2,23.073,92.5695,100,mb    ,4
404932,ISC      ,18/5/89,56:11.4,23.3737,94.6112,99,mb    ,4.8
406231,ISC      ,31/5/89,24:49.8,22.6235,94.159,100,mb    ,4.2
401094,ISC      ,4/6/89,07:47.8,23.4684,99.4258,10,mb    ,5
401746,ISC      ,11/6/89,42:45.3,26.344,90.6871,35,mb    ,4.6
402893,ISC      ,25/6/89,50:04.4,21.7057,93.7018,49,mb    ,4.5
403150,ISC      ,28/6/89,08:32.3,23.8763,94.3495,60.6,mb    ,5.1
403151,ISC      ,28/6/89,37:00.3,23.7248,94.0952,68,mL    ,4
396652,ISC      ,2/7/89,55:18.3,24.4414,95.7019,35,mb    ,4.7
396718,ISC      ,2/7/89,01:09.8,23.5329,100.9233,10,mL    ,4.1
398894,ISC      ,10/7/89,46:54.3,23.5374,94.2279,50.8,mb    ,4.6
399321,ISC      ,15/7/89,09:16.6,22.8151,94.5449,97.4,mb    ,5.5
400209,ISC      ,25/7/89,31:49.8,27.4878,92.4045,18,mb    ,4.5
400631,NEIC     ,30/7/89,17:25.4,24.456,94.033,33,mb    ,4.5
394653,ISC      ,9/8/89,01:27.1,24.5191,94.4648,88.3,mb    ,5.2
394748,ISC      ,10/8/89,49:52.9,27.2948,96.8762,35,mb    ,4.2
395529,ISC      ,20/8/89,36:57.9,20.3089,99.0372,10,mb    ,4.3
395530,ISC      ,20/8/89,42:37.2,20.3349,99.0836,35,mb    ,4.6
396226,ISC      ,27/8/89,20:50.1,20.4402,98.8386,35,mb    ,4.2
392891,ISC      ,19/9/89,07:43.7,26.7625,92.5661,35,mb    ,4.7
392892,ISC      ,19/9/89,39:32.4,25.8481,99.787,35,mb    ,4.5
393302,ISC      ,24/9/89,55:21.6,20.7313,94.9168,127.1,mb    ,5.4
393363,ISC      ,25/9/89,09:11.2,22.762,94.3026,106,mb    ,3.8
393583,ISC      ,27/9/89,37:47.0,23.2772,99.5371,10,mb    ,4.2
393677,ISC      ,28/9/89,43:10.4,20.0638,98.6013,10,mb    ,4.1
393678,ISC      ,28/9/89,52:20.8,20.3139,98.8202,21.6,mb    ,5.5
393679,ISC      ,28/9/89,10:00.4,19.8247,98.0844,35,mb    ,4.6
393682,ISC      ,28/9/89,50:14.2,20.2547,98.4852,35,mb    ,4.4
393699,ISC      ,29/9/89,33:35.1,20.2629,99.0368,10,MS    ,4.2
393799,ISC      ,30/9/89,40:21.2,20.3219,98.8078,3.7,mb    ,5
393831,ISC      ,30/9/89,19:24.6,20.236,98.9459,14.9,mb    ,5.4
388997,ISC      ,8/10/89,03:28.3,20.2527,99.0385,10,mb    ,4.4
389284,ISC      ,11/10/89,51:46.9,20.215,98.8627,10,MS    ,4.2
389342,NEIC     ,12/10/89,37:42.8,24.344,95.522,33,mb    ,4.4
386663,ISC      ,11/11/89,04:29.3,21.1627,94.4721,91,mb    ,4.1
388100,ISC      ,27/11/89,20:33.4,25.831,96.4163,35,mb    ,4.5
382817,ISC      ,2/12/89,44:27.8,21.2385,93.8526,45.6,mb    ,5.3
382871,ISC      ,3/12/89,58:20.2,21.2066,93.7,45,mb    ,4.8
382959,ISC      ,4/12/89,03:08.9,24.737,95.2037,150,mb    ,4.7
383264,ISC      ,8/12/89,04:27.0,21.237,93.754,43.5,mb    ,5.6
383276,ISC      ,8/12/89,47:52.9,21.0919,93.5061,45,mb    ,4.2
383375,ISC      ,9/12/89,32:28.7,22.8495,94.4225,105,mb    ,4.8
385301,ISC      ,29/12/89,51:07.7,24.7179,94.4771,82,mb    ,4.5
385314,ISC      ,29/12/89,26:11.1,24.2192,94.2771,96,mb    ,4.3
385438,ISC      ,31/12/89,44:43.4,22.7246,94.4614,106,mb    ,4.3
380611,ISC      ,7/1/90,35:10.1,20.1882,98.7962,35,MS    ,4
380766,ISC      ,9/1/90,51:30.3,24.781,95.2952,112.7,mb    ,6.2
380814,ISC      ,10/1/90,11:06.1,22.4408,94.3789,106,mb    ,4.9
380817,ISC      ,10/1/90,37:56.2,24.4384,94.5684,83.1,mb    ,5.5
380922,ISC      ,11/1/90,14:44.8,25.0342,95.2173,142,mb    ,4.8
382022,ISC      ,23/1/90,40:55.9,25.1921,96.4888,30.3,mb    ,4.7
382121,ISC      ,24/1/90,55:15.4,20.7308,99.9972,35,mb    ,4.3
382279,ISC      ,26/1/90,46:19.5,23.3863,100.1373,10,mb    ,4.7
377631,ISC      ,5/2/90,06:52.3,25.1278,92.1489,24.9,mb    ,4.1
378011,ISC      ,9/2/90,04:39.3,26.057,98.9742,35,mb    ,4.7
378437,ISC      ,13/2/90,13:08.9,26.0607,99.0074,20.9,mb    ,5
378456,ISC      ,14/2/90,24:31.0,23.1563,99.3508,14,mb    ,4.2
378458,ISC      ,14/2/90,49:33.4,23.0888,99.5709,27.5,mb    ,4.9
379135,ISC      ,20/2/90,39:57.1,18.2211,94.5945,25.5,mb    ,5.1
379479,ISC      ,22/2/90,07:00.0,24.7806,93.1486,41.6,mb    ,4.9
379802,ISC      ,26/2/90,31:27.1,25.2238,94.0142,55,mb    ,4.8
379809,ISC      ,26/2/90,20:15.7,23.1261,93.9571,90,mb    ,4.2
375059,ISC      ,8/3/90,57:03.2,25.5015,96.6459,29.9,mb    ,4.9
375064,ISC      ,8/3/90,01:10.4,25.4383,96.5306,25,mb    ,4.1
375503,ISC      ,13/3/90,46:06.4,24.8201,99.2664,10,mL    ,4.5
375754,ISC      ,15/3/90,25:49.3,25.3048,96.4874,25,mb    ,4
371868,ISC      ,8/4/90,15:22.4,23.9337,94.278,76.1,mb    ,4.7
372017,ISC      ,10/4/90,16:20.2,21.8358,97.8841,10,mb    ,4.1
372163,ISC      ,11/4/90,06:52.6,21.7115,97.9604,10,MS    ,3.9
373176,ISC      ,21/4/90,27:32.4,15.9114,95.177,35,mb    ,4.1
373740,ISC      ,26/4/90,14:48.9,24.0254,94.4142,86.9,mb    ,4.6
374189,ISC      ,30/4/90,56:19.6,26.4967,95.2176,150,mb    ,4.8
369253,ISC      ,14/5/90,28:26.5,22.9704,92.7251,35,mb    ,4.3
370157,ISC      ,24/5/90,03:50.7,26.5124,95.429,72,mb    ,4.8
365191,ISC      ,4/6/90,40:27.1,23.701,94.4596,99,mb    ,4.3
366182,ISC      ,14/6/90,28:22.2,25.078,93.8619,55,mb    ,4.5
367108,ISC      ,24/6/90,35:16.3,23.1118,94.2095,58,mb    ,4.3
367682,ISC      ,30/6/90,28:15.6,24.0571,93.6179,170.2,mb    ,4.2
361422,ISC      ,2/7/90,51:21.8,15.2309,94.8246,35,mb    ,4.3
361450,ISC      ,2/7/90,41:56.8,19.6663,96.4853,35,mb    ,4
361787,ISC      ,5/7/90,20:57.2,23.4637,94.1825,100,mb    ,4.1
362199,ISC      ,9/7/90,19:56.6,15.2952,94.1317,35,mb    ,5
362544,ISC      ,13/7/90,24:06.8,23.7241,94.2811,99,mb    ,4.2
364056,ISC      ,25/7/90,10:19.4,17.768,94.549,35,mb    ,4.8
364664,ISC      ,31/7/90,19:33.7,24.4945,95.7018,10,mb    ,4.7
358176,ISC      ,2/8/90,31:23.3,25.0118,95.1174,10,mb    ,4.7
358263,ISC      ,2/8/90,08:56.3,22.6455,94.3354,106,mb    ,4.8
360987,ISC      ,29/8/90,41:36.4,27.1382,92.6224,25.8,mb    ,4.8
355180,ISC      ,1/9/90,43:44.5,19.3933,99.3471,10,mb    ,3.7
355275,ISC      ,2/9/90,29:27.2,26.6154,92.6676,50.2,mb    ,5.2
356094,ISC      ,10/9/90,48:12.6,24.9569,96.2329,10,mb    ,4.3
352349,ISC      ,3/10/90,07:25.2,23.0574,94.1639,105,mb    ,3.9
353261,ISC      ,11/10/90,42:04.5,21.3916,92.3669,35,mb    ,4.2
354937,ISC      ,29/10/90,32:56.6,26.2682,92.4458,47,mb    ,4.8
349516,ISC      ,3/11/90,35:18.3,27.589,96.8442,35,mb    ,4.6
349567,ISC      ,3/11/90,51:01.0,14.8707,99.1356,9,mb    ,4.4
350621,ISC      ,15/11/90,28:28.8,23.9026,92.9897,42.3,mb    ,4.9
351987,ISC      ,29/11/90,20:33.2,24.3806,94.6303,64.7,mb    ,4.8
346090,ISC      ,1/12/90,56:40.4,24.6391,99.4603,35,mL    ,3.9
346951,ISC      ,10/12/90,57:01.1,23.3529,94.3231,99,mb    ,3.8
347072,ISC      ,11/12/90,38:56.6,27.6616,92.498,35,mb    ,4.3
347119,ISC      ,12/12/90,36:52.7,20.0837,98.6136,10,mb    ,4.3
348939,ISC      ,28/12/90,11:00.1,22.977,93.9305,10,mb    ,4.8
349083,ISC      ,29/12/90,24:11.6,26.6245,92.5865,10,mb    ,5
349110,ISC      ,30/12/90,30:55.1,15.0234,94.2259,35,mb    ,4.5
343184,ISC      ,3/1/91,05:36.7,24.3776,95.1751,35,mb    ,4.8
343435,ISC      ,5/1/91,57:14.0,23.5776,95.8566,21.4,mb    ,6.4
343437,ISC      ,5/1/91,38:58.3,23.7694,96.0078,35,mb    ,4.6
343441,ISC      ,5/1/91,04:16.5,23.9207,95.9978,36,mb    ,5.4
343954,ISC      ,10/1/91,54:25.0,23.6134,95.8628,35,mb    ,4.7
344198,ISC      ,13/1/91,35:50.7,23.3707,95.837,35,mb    ,3.8
345174,ISC      ,23/1/91,07:09.4,24.6917,95.1582,115.3,mb    ,5.3
345481,ISC      ,26/1/91,20:51.5,24.6677,97.0566,35.5,mb    ,4.8
345728,ISC      ,28/1/91,24:49.9,25.6554,94.8815,10,mb    ,5
345984,ISC      ,31/1/91,09:12.3,24.0763,93.417,57,mb    ,4.6
340365,ISC      ,2/2/91,15:40.4,25.5118,91.1808,23.7,mb    ,4.9
340416,ISC      ,2/2/91,35:46.4,20.7467,94.5936,100,mb    ,4.4
340530,ISC      ,3/2/91,22:10.7,25.5038,91.6993,28,mb    ,3.8
340819,ISC      ,6/2/91,38:43.4,25.1351,95.0659,150,mb    ,4
341465,ISC      ,13/2/91,34:06.9,23.7978,96.1086,35,mb    ,4.7
337187,ISC      ,1/3/91,00:14.3,23.5856,95.9244,35,MS    ,4.4
337793,ISC      ,7/3/91,58:51.6,24.742,95.0285,112,mb    ,4.4
338147,ISC      ,11/3/91,54:37.2,24.0126,95.692,10,mb    ,3.9
339769,ISC      ,27/3/91,00:18.2,15.7167,96.1336,35,mb    ,4.5
339827,ISC      ,27/3/91,31:05.8,15.9048,95.9523,35,mb    ,4.3
339835,NEIC     ,27/3/91,08:04.8,26.318,97.226,33,mb    ,4
334025,ISC      ,1/4/91,53:06.4,15.7687,95.7413,16,mb    ,5.5
334035,ISC      ,1/4/91,45:22.3,15.8432,95.6616,11.7,mb    ,5.5
334948,ISC      ,9/4/91,59:11.1,26.3348,92.8891,49.6,mb    ,4.4
335272,ISC      ,13/4/91,58:32.0,26.5842,92.4362,47,mb    ,4.3
335501,ISC      ,15/4/91,03:07.3,24.1911,93.899,68,mb    ,3.5
336073,ISC      ,21/4/91,57:25.1,23.2482,95.7657,10,mb    ,4.1
336396,ISC      ,24/4/91,34:05.7,20.6302,98.0386,33.6,mb    ,4.3
336647,ISC      ,26/4/91,15:53.5,20.904,89.6874,29.4,mb    ,4.7
331761,ISC      ,11/5/91,15:23.9,24.3038,93.6984,45.3,mb    ,5
331837,ISC      ,11/5/91,34:08.4,26.3749,96.2265,83,mb    ,4.2
331933,ISC      ,12/5/91,16:13.9,25.75,98.1681,10,mb    ,3.9
333358,ISC      ,25/5/91,07:26.8,25.2125,95.6247,13.2,mb    ,4.3
333385,ISC      ,26/5/91,48:00.7,21.6909,94.4922,97,mb    ,4.1
333464,ISC      ,26/5/91,28:01.3,26.9493,99.7943,10,mb    ,4
333693,ISC      ,28/5/91,04:46.5,25.3622,94.9667,85,mb    ,4.7
328748,ISC      ,12/6/91,05:23.9,14.8407,96.2973,17,mb    ,5.1
329896,ISC      ,23/6/91,04:01.1,26.5515,93.1518,27.1,mb    ,5.4
330065,ISC      ,25/6/91,08:09.8,24.5571,95.2983,100,mb    ,4
330126,ISC      ,25/6/91,35:01.7,21.5622,94.0033,71,mb    ,5
330673,ISC      ,30/6/91,50:11.7,20.7075,96.5991,10,mb    ,4.2
324518,ISC      ,1/7/91,56:28.4,21.6589,94.304,10,mb    ,4.2
324521,ISC      ,1/7/91,18:07.2,24.7848,99.1437,17,mb    ,4.7
324789,ISC      ,3/7/91,45:05.1,26.1831,99.6446,35,mb    ,4.4
325335,ISC      ,9/7/91,14:46.0,22.124,94.3836,97,mb    ,4.3
326404,ISC      ,19/7/91,05:29.8,25.1259,95.1305,103.3,mb    ,4.8
326743,ISC      ,22/7/91,58:55.2,24.8423,99.1645,17.6,mb    ,4.9
326908,ISC      ,23/7/91,58:20.9,23.1637,99.6701,14,mb    ,4.1
326962,ISC      ,24/7/91,27:02.6,21.504,93.683,49,mb    ,4.3
327002,ISC      ,24/7/91,36:02.4,22.3883,94.3348,106,mb    ,4.4
327370,ISC      ,29/7/91,40:20.5,24.7281,95.1449,112,mb    ,4.6
327587,ISC      ,31/7/91,20:52.7,24.8042,99.0078,17,mL    ,4.4
321846,ISC      ,4/8/91,38:25.3,23.8302,95.9972,34.6,mb    ,5
323565,ISC      ,22/8/91,53:44.5,25.3061,91.1809,34,mb    ,4.8
318348,ISC      ,1/9/91,26:28.5,23.5573,94.225,100,mb    ,4.8
318510,ISC      ,2/9/91,20:33.6,24.4487,90.3853,35,mb    ,4.8
319143,ISC      ,7/9/91,00:27.3,24.0484,93.7515,50,mb    ,4.8
320161,ISC      ,16/9/91,02:00.7,19.695,93.1231,35,mb    ,4
320379,ISC      ,19/9/91,23:58.3,26.2413,92.107,35,mb    ,4.7
321448,ISC      ,30/9/91,35:46.4,22.7488,94.3489,83.4,mb    ,4.8
316985,ISC      ,19/10/91,02:14.7,16.828,94.6336,35,mb    ,4.4
317790,ISC      ,26/10/91,28:12.9,23.8564,96.327,100,mb    ,4.2
312698,ISC      ,5/11/91,11:20.2,19.0076,98.071,10,mb    ,3.9
313099,ISC      ,9/11/91,28:24.5,22.7779,94.2639,106,mb    ,4.2
313275,ISC      ,11/11/91,42:46.8,26.13,92.8333,35,mb    ,4.3
313590,ISC      ,15/11/91,13:21.6,21.092,92.6322,100,mb    ,4.6
313795,ISC      ,17/11/91,39:31.6,23.5221,94.8856,10,mb    ,4.3
313807,ISC      ,17/11/91,17:05.3,24.7532,93.2995,35,mb    ,4.6
314177,ISC      ,21/11/91,07:21.8,26.6326,96.4003,86.4,mb    ,4.9
309438,ISC      ,4/12/91,27:24.7,23.9897,93.8912,62.6,mb    ,5
309776,ISC      ,7/12/91,19:14.4,23.1449,93.9864,58,mb    ,5
309795,ISC      ,7/12/91,57:39.9,24.0202,93.7668,46.4,mb    ,5.1
310493,ISC      ,14/12/91,04:58.7,23.7998,94.4771,99,mb    ,4.4
311111,ISC      ,20/12/91,06:06.6,24.7506,93.0761,39.8,mb    ,5.3
311857,ISC      ,26/12/91,05:10.0,15.807,95.6801,10,mb    ,3.6
305738,ISC      ,1/1/92,46:33.0,26.494,99.9277,35,mb    ,4.3
306155,ISC      ,5/1/92,14:17.9,21.5472,94.3621,97,mb    ,4.4
307149,ISC      ,13/1/92,36:34.1,24.5494,92.4576,32.6,mb    ,4.5
307920,ISC      ,20/1/92,09:47.0,14.7605,93.7398,34.8,mb    ,4.7
308258,ISC      ,23/1/92,48:16.9,20.527,95.3648,35,mb    ,4.5
308446,ISC      ,25/1/92,12:30.5,26.1028,98.6503,10,mb    ,4.4
308754,ISC      ,28/1/92,01:38.3,20.921,94.5984,91,mb    ,3.6
309032,ISC      ,30/1/92,54:20.2,22.7335,93.4968,59,mb    ,4.2
304072,ISC      ,15/2/92,51:12.2,20.1109,93.7721,35,mb    ,3.8
305093,ISC      ,25/2/92,57:29.9,24.9685,92.0597,44,mb    ,4.9
298105,ISC      ,1/3/92,37:26.2,23.3894,94.5156,99,mb    ,4.4
298973,ISC      ,8/3/92,25:37.3,23.0146,94.4735,105,mb    ,4.6
300887,ISC      ,22/3/92,28:27.3,25.9077,95.6195,35,mb    ,4.3
301004,ISC      ,23/3/92,21:47.8,26.6842,97.3477,35,mb    ,4.9
301081,ISC      ,24/3/92,02:22.0,23.1318,94.1161,105,mb    ,4.7
301302,ISC      ,25/3/92,32:36.0,24.8963,95.2239,103.3,mb    ,5.3
301307,ISC      ,25/3/92,59:34.5,27.5085,92.4704,23,mb    ,4.2
301479,ISC      ,27/3/92,05:19.4,20.86,94.5649,81.8,mb    ,5.5
301519,ISC      ,27/3/92,53:44.5,20.4617,93.905,52,mb    ,4.2
301618,ISC      ,28/3/92,50:17.0,21.2838,98.7735,35,mb    ,4.1
301991,ISC      ,30/3/92,29:49.8,27.5727,97.0635,35,mb    ,3.9
294376,ISC      ,3/4/92,09:36.8,19.4894,93.0527,35,mb    ,4.3
294414,ISC      ,3/4/92,03:04.7,26.1081,98.7593,10,mb    ,4
295162,ISC      ,9/4/92,30:37.7,27.7026,96.3207,35,mb    ,4.3
295269,ISC      ,10/4/92,19:11.7,21.8049,99.1943,9,mb    ,4
295846,ISC      ,15/4/92,32:11.2,24.2403,94.8849,117.4,mb    ,5.6
296489,ISC      ,20/4/92,29:43.4,26.7055,95.2695,35,mb    ,4.4
296556,ISC      ,20/4/92,50:27.6,27.0673,92.029,23,mb    ,4.6
