EVENTID,AUTHOR,DATE,TIME,LAT,LON,DEPTH,TYPE,MAG
735476,ISC      ,16/11/74,53:09.9,20.0101,98.0377,10,mb    ,4.8
735502,ISC      ,16/11/74,07:25.7,24.8802,95.2587,146,mb    ,4.8
735680,ISC      ,21/11/74,45:13.3,19.9514,94.9021,82.2,mb    ,5
733850,ISC      ,2/12/74,08:47.6,24.2885,95.2027,112,mb    ,5.1
734054,ISC      ,7/12/74,55:02.7,23.8955,93.8627,55.6,mb    ,4.8
734574,ISC      ,21/12/74,40:04.3,25.5258,97.4179,35,mb    ,4.8
733205,ISC      ,13/1/75,45:18.4,24.7423,93.9996,35,mb    ,4.4
733345,ISC      ,17/1/75,09:44.4,22.7128,93.8348,35,mb    ,4.6
732384,ISC      ,17/2/75,38:21.2,17.6413,97.8596,4.2,mb    ,5.7
730897,ISC      ,3/3/75,14:55.9,22.4355,94.452,71,mb    ,4.5
730920,ISC      ,3/3/75,24:26.3,24.1046,93.3799,57,mb    ,4.7
731204,ISC      ,13/3/75,32:21.2,16.7901,93.7287,10,mb    ,4.6
730189,ISC      ,16/4/75,38:35.8,27.9954,99.5738,35,mb    ,4.5
729215,ISC      ,21/5/75,16:19.3,23.8389,94.0567,46,mb    ,5.4
729597,ISC      ,30/5/75,45:00.5,26.5207,96.9677,40.9,mb    ,5.8
729623,ISC      ,31/5/75,12:23.1,26.196,97.0769,16,mb    ,4.7
726983,ISC      ,3/6/75,37:40.9,26.5727,96.9589,15,mb    ,5.2
726985,ISC      ,3/6/75,59:12.3,26.4757,97.0606,25.9,mb    ,4.9
726989,ISC      ,3/6/75,23:37.1,26.6096,96.9248,15,mb    ,5.5
727302,ISC      ,10/6/75,50:11.1,28.2123,95.8167,27.4,mb    ,5
728331,ISC      ,28/6/75,32:03.8,22.5633,94.6699,124.6,mb    ,5
725977,ISC      ,8/7/75,04:38.9,21.3668,94.602,106.8,mb    ,6.2
725989,ISC      ,8/7/75,36:42.3,21.1518,94.1877,52,mb    ,4.5
726013,ISC      ,9/7/75,30:35.1,21.4258,94.5779,120,mb    ,4.8
726511,ISC      ,23/7/75,03:11.5,26.5346,96.3498,16.5,mb    ,5.3
723599,ISC      ,3/9/75,50:35.9,25.8248,99.843,35,mb    ,4.9
723665,ISC      ,6/9/75,55:18.3,21.038,96.4155,35,mb    ,5
723889,ISC      ,11/9/75,07:46.9,20.8469,99.314,35,mb    ,4.6
724086,ISC      ,17/9/75,00:21.3,22.3267,94.1617,80.7,mb    ,4.8
724158,ISC      ,18/9/75,01:57.6,19.9949,98.5863,12.3,mb    ,4.8
724492,ISC      ,29/9/75,42:42.9,18.2221,96.3807,18.4,mb    ,5.1
723113,ISC      ,21/10/75,10:57.7,22.5473,94.2172,105,mb    ,5
721969,ISC      ,19/11/75,01:24.9,21.4255,94.5306,97,mb    ,4.6
720363,ISC      ,13/12/75,35:45.8,23.5988,94.0669,60.1,mb    ,5.1
720595,ISC      ,20/12/75,59:23.1,27.7459,96.2122,35,mb    ,4.4
720983,ISC      ,29/12/75,20:00.6,26.6891,97.0803,15,mb    ,4.8
720992,ISC      ,29/12/75,07:58.2,26.744,97.1847,22.5,mb    ,5.5
721053,ISC      ,30/12/75,57:22.9,18.1718,96.5502,9.2,mb    ,5
717355,ISC      ,1/2/76,38:44.4,24.4499,93.3763,55,mb    ,4
717955,ISC      ,17/2/76,50:58.1,20.255,95.7957,35,mb    ,4.3
716451,ISC      ,11/3/76,32:39.8,26.7045,92.2142,40,mb    ,4.8
716648,ISC      ,16/3/76,56:01.3,24.5985,92.5309,60,mb    ,3.8
716806,ISC      ,20/3/76,53:21.3,19.0433,95.2237,13,mb    ,4.8
717261,ISC      ,30/3/76,48:13.8,24.3149,94.0278,75,mb    ,4.4
715076,ISC      ,4/4/76,28:26.1,25.2033,96.733,22.5,mb    ,4.8
715124,ISC      ,5/4/76,23:32.0,21.781,95.1254,35,mb    ,4.9
713430,ISC      ,4/5/76,01:33.9,27.005,99.6598,35,mb    ,4.6
714097,ISC      ,15/5/76,11:52.7,17.8638,95.4211,35,mb    ,4.8
714563,ISC      ,25/5/76,48:44.4,25.136,95.3045,113.6,mb    ,4.6
714806,ISC      ,29/5/76,58:19.0,24.3325,98.9382,7,mb    ,4.9
714808,ISC      ,29/5/76,23:20.2,24.494,98.9643,4.3,mb    ,6
714811,ISC      ,29/5/76,00:22.1,24.5416,98.7231,8,mb    ,6
714813,ISC      ,29/5/76,31:46.0,24.4387,98.8651,7,mb    ,5
714814,ISC      ,29/5/76,52:54.3,24.3046,98.87,7,mb    ,4.5
714821,ISC      ,29/5/76,08:54.9,24.4588,98.7454,7,mb    ,4
714822,ISC      ,29/5/76,36:54.7,24.4745,98.914,10,mb    ,5.2
714831,ISC      ,29/5/76,31:20.1,24.4404,98.8618,7,mb    ,4
714833,ISC      ,30/5/76,39:51.7,24.5544,98.5466,7,mb    ,4
714844,ISC      ,30/5/76,18:42.8,24.4129,98.806,7,mb    ,5.1
714876,ISC      ,30/5/76,31:31.9,24.581,98.9153,7.4,mb    ,4.9
714889,ISC      ,31/5/76,08:29.1,24.2993,98.748,4.7,mb    ,5.7
714906,ISC      ,31/5/76,35:05.0,24.2599,98.7299,9.3,mb    ,5.3
711968,ISC      ,1/6/76,59:00.7,26.1974,96.1751,41,mb    ,4.8
712072,ISC      ,3/6/76,05:16.8,24.2849,98.8085,35,mb    ,4.9
712147,ISC      ,5/6/76,46:12.0,26.2229,96.2291,41,mb    ,4.3
712324,ISC      ,8/6/76,14:33.7,24.1985,98.765,35,mb    ,4.6
712326,ISC      ,9/6/76,20:39.5,24.9068,98.8564,13.1,mb    ,5.8
712360,ISC      ,9/6/76,40:29.4,24.7246,98.6501,6,MB    ,4.9
712847,ISC      ,20/6/76,33:06.5,24.4595,98.6365,6,mb    ,4.6
712875,ISC      ,20/6/76,28:03.1,24.7216,98.6498,6,mb    ,4.1
713327,ISC      ,30/6/76,15:18.5,22.787,94.5257,105,mb    ,4
710697,ISC      ,3/7/76,33:22.2,24.1481,98.7682,12.4,mb    ,5.2
711111,ISC      ,13/7/76,28:35.6,24.6306,99.0744,7,mb    ,4.6
711468,ISC      ,21/7/76,10:48.1,24.7334,98.6631,12.8,mb    ,5.9
711490,ISC      ,22/7/76,26:16.3,24.1099,99.0964,10,MB    ,5
711530,ISC      ,23/7/76,43:58.1,24.8753,98.5349,10.3,mb    ,5.1
709366,ISC      ,1/8/76,02:18.4,24.8516,98.8292,15,mb    ,4.4
709418,ISC      ,3/8/76,44:34.7,14.701,95.3077,35,mb    ,4.3
709467,ISC      ,4/8/76,27:59.5,24.7636,98.8938,7,mb    ,4.1
709502,ISC      ,5/8/76,24:13.7,28.1838,92.2767,35,mb    ,4.8
709746,ISC      ,12/8/76,26:48.2,26.6723,97.1492,26.6,mb    ,6.4
708995,ISC      ,24/9/76,09:50.4,24.0469,94.7729,115,mb    ,4.8
709274,ISC      ,29/9/76,24:48.9,17.4146,94.0556,28,mb    ,4.8
707084,ISC      ,12/10/76,19:32.8,24.5125,98.8529,11.3,mb    ,5
707208,ISC      ,16/10/76,12:24.2,21.6353,100.0435,10,mb    ,4.7
707810,ISC      ,31/10/76,36:23.2,26.1838,96.6794,10,mb    ,4.8
705461,ISC      ,3/11/76,41:08.4,24.8828,99.3488,35,mb    ,4.8
705583,ISC      ,6/11/76,43:57.5,26.3843,96.1938,88,mb    ,4.5
705744,ISC      ,10/11/76,35:50.5,26.66,96.8442,15,mb    ,4
704422,ISC      ,6/12/76,13:14.3,24.1059,94.0754,100,mb    ,4.8
704475,ISC      ,8/12/76,49:32.2,24.6693,99.2514,35,mb    ,4.6
704733,ISC      ,15/12/76,35:15.2,23.0456,94.5042,112.8,mb    ,4.9
704812,ISC      ,17/12/76,21:47.2,27.6393,92.3772,18,mb    ,4.7
705120,ISC      ,25/12/76,07:09.9,26.1176,95.0635,46.8,mb    ,4.9
703177,ISC      ,5/1/77,10:56.5,25.56,95.0502,80.9,mb    ,4.7
703268,ISC      ,7/1/77,02:52.6,24.3163,98.4869,6,mb    ,4.7
703932,ISC      ,25/1/77,05:52.7,17.3546,94.124,12.7,mb    ,4.8
704083,ISC      ,29/1/77,10:51.2,15.0504,96.4467,14.7,mb    ,4.9
702044,ISC      ,3/2/77,49:14.8,25.9339,96.4341,10,mb    ,4.4
702116,ISC      ,5/2/77,41:38.3,25.5961,96.3583,25,mb    ,4.4
702153,ISC      ,6/2/77,53:58.0,24.1995,92.6943,30.5,mb    ,4.9
702798,ISC      ,24/2/77,13:16.4,26.1209,96.4516,35,mb    ,4.7
701193,ISC      ,16/3/77,55:03.1,25.8036,99.7415,35,mb    ,4.9
701194,ISC      ,16/3/77,57:36.2,25.659,99.842,35,mb    ,5.1
698421,ISC      ,12/5/77,20:02.8,21.6807,92.9285,43.3,mb    ,5.4
697943,ISC      ,30/6/77,48:59.1,26.9627,97.1013,28,mb    ,5
695555,ISC      ,5/7/77,53:45.5,27.3592,97.3441,35,mb    ,4.6
695771,ISC      ,10/7/77,48:21.3,26.5069,92.9855,10,mb    ,4.6
696654,ISC      ,31/7/77,59:21.9,20.2026,93.951,33.8,mb    ,5
691434,ISC      ,5/10/77,53:54.4,26.7757,97.1945,10,mb    ,4.7
691781,ISC      ,13/10/77,32:10.7,23.5026,93.2054,62.2,mb    ,5.2
691927,ISC      ,17/10/77,46:49.5,25.8791,99.0019,25.3,mb    ,4.8
690307,ISC      ,13/11/77,02:32.9,26.6216,92.9072,43,mb    ,5.2
690862,ISC      ,24/11/77,06:56.1,25.2846,96.2053,35,mb    ,4.4
691124,ISC      ,29/11/77,53:48.9,21.8263,94.4903,97,mb    ,4.2
689351,ISC      ,21/12/77,46:24.6,23.7637,95.6646,35,mb    ,4.7
689377,ISC      ,22/12/77,42:00.5,26.3901,96.9612,15,mb    ,4.8
689447,ISC      ,23/12/77,00:28.5,23.7422,92.1035,35,mb    ,5.2
687369,ISC      ,8/1/78,33:01.6,24.6005,94.9536,112,mb    ,5
686040,ISC      ,3/2/78,46:46.1,23.008,94.5656,109.2,mb    ,5
686240,ISC      ,9/2/78,36:04.9,23.9112,94.6146,107,mb    ,4.9
686351,ISC      ,11/2/78,45:44.9,24.4275,94.673,82,mb    ,4.8
686846,ISC      ,22/2/78,07:33.8,23.132,93.944,100,mb    ,5
686917,ISC      ,23/2/78,18:36.1,23.067,94.6112,119,mb    ,5.2
684497,ISC      ,2/3/78,14:39.2,27.3091,96.9137,35,mb    ,4.8
684705,ISC      ,7/3/78,36:50.6,13.895,95.8495,16,mb    ,4.4
685144,ISC      ,18/3/78,41:00.3,24.3602,92.8001,35,mb    ,4.5
685785,ISC      ,28/3/78,25:06.8,24.4954,94.1127,100,mb    ,4.4
685790,ISC      ,28/3/78,37:38.9,23.076,92.7878,10,mb    ,4.8
685857,ISC      ,30/3/78,47:23.4,25.6711,96.2459,10,mb    ,4.2
685927,ISC      ,31/3/78,20:27.3,24.7773,94.2673,72,mb    ,4.5
683466,ISC      ,7/4/78,32:35.7,22.8258,92.4096,35,mb    ,4.8
683968,ISC      ,19/4/78,01:42.9,27.5977,92.5549,18,mb    ,4.9
683974,ISC      ,19/4/78,58:41.4,27.5849,92.424,18,mb    ,4.4
684311,ISC      ,27/4/78,18:46.8,23.5896,94.5022,99,mb    ,4.5
681824,ISC      ,4/5/78,16:55.1,23.2211,99.4883,14,mb    ,4.3
681829,ISC      ,5/5/78,30:12.3,15.1486,96.4936,15,mb    ,4.9
682783,ISC      ,25/5/78,22:31.0,19.2267,99.1061,10,mb    ,4.8
680564,ISC      ,9/6/78,11:58.2,25.8789,96.2447,100,mb    ,4.7
680616,ISC      ,10/6/78,18:19.5,22.9303,94.5343,105,mb    ,4.5
680881,ISC      ,14/6/78,59:06.6,25.5968,98.8191,35,mb    ,4.6
678910,ISC      ,3/7/78,04:50.7,23.2976,94.2959,105,mb    ,4.5
679127,ISC      ,8/7/78,28:30.5,27.3299,96.8151,28,mb    ,4
679732,ISC      ,23/7/78,17:21.3,22.9215,94.4254,150,mb    ,4.7
677636,ISC      ,4/8/78,42:00.6,25.1905,95.5487,180,mb    ,4.2
677874,ISC      ,10/8/78,52:53.5,26.3475,96.9706,31.4,mb    ,5.1
676923,ISC      ,18/9/78,30:01.1,22.7295,94.6514,106,mb    ,4.2
677388,ISC      ,29/9/78,59:29.8,21.2844,94.4912,97,mb    ,4.5
677430,ISC      ,30/9/78,04:35.0,16.5576,95.8137,24.3,mb    ,5.6
675220,ISC      ,10/10/78,14:47.1,24.4093,93.496,55,mb    ,4.6
675634,ISC      ,20/10/78,21:48.8,24.1879,94.4431,96,mb    ,4.8
675775,ISC      ,24/10/78,38:50.1,14.5838,96.5452,32.3,mb    ,5
673534,ISC      ,5/11/78,45:37.1,19.5919,93.6648,35,mb    ,4.4
674115,ISC      ,18/11/78,24:34.9,26.2665,92.0611,40,mb    ,4.4
672199,ISC      ,8/12/78,22:08.5,16.7486,95.9487,14.3,mb    ,5
672212,ISC      ,8/12/78,42:26.8,22.3481,94.3303,106,mb    ,4.4
672502,ISC      ,14/12/78,11:04.5,22.4254,93.4093,59,mb    ,4.5
672837,ISC      ,21/12/78,36:16.2,23.1443,95.8592,32,mb    ,4.4
673218,ISC      ,29/12/78,53:25.7,23.5494,92.7596,56,mb    ,4.7
673269,ISC      ,30/12/78,23:33:22,24.8665,94.0636,10,mb    ,4.8
670456,ISC      ,1/1/79,51:11.8,20.9026,93.6462,57.1,mb    ,5.3
670811,ISC      ,9/1/79,39:55.8,24.9868,92.2652,44,mb    ,4.3
670972,ISC      ,13/1/79,27:15.3,27.3631,91.5719,10,mb    ,4.5
671033,ISC      ,14/1/79,24:59.7,26.3182,96.9453,15,mb    ,4.4
671252,ISC      ,20/1/79,06:48.0,15.9569,95.9827,10,mb    ,4.1
671570,ISC      ,28/1/79,06:36.9,24.7722,90.9805,24.5,mb    ,4.9
669906,ISC      ,18/2/79,16:13.0,23.1546,95.9423,32,mb    ,5.1
670261,ISC      ,26/2/79,54:56.2,26.1483,91.2496,35,mb    ,4.4
667588,ISC      ,3/3/79,25:44.3,24.5387,94.3982,71.3,mb    ,4.7
667650,ISC      ,4/3/79,40:14.2,24.7964,93.3844,48,mb    ,4.5
668458,ISC      ,18/3/79,57:31.3,25.1204,96.5802,34.1,mb    ,4.7
668844,ISC      ,25/3/79,48:08.1,22.788,94.6284,10,mb    ,4.5
668996,ISC      ,28/3/79,16:47.2,24.6614,94.8674,112,mb    ,4.2
666033,ISC      ,2/4/79,16:44.8,26.3125,90.7411,10,mb    ,4.4
666302,ISC      ,8/4/79,05:43.9,15.3457,96.6152,10,mb    ,4
666304,ISC      ,8/4/79,37:49.6,15.091,96.518,15,mb    ,4.7
666396,ISC      ,10/4/79,29:31.5,24.4305,94.0854,75,mb    ,4.2
666792,ISC      ,18/4/79,04:24.3,24.1781,93.8925,68,mb    ,4.3
667149,ISC      ,25/4/79,21:53.1,27.454,96.4895,33.5,mb    ,4.9
664952,ISC      ,12/5/79,10:11.5,23.9849,92.3817,35,mb    ,4.6
665270,ISC      ,18/5/79,54:32.4,23.8224,95.6912,35,MS    ,4.3
665772,ISC      ,27/5/79,19:31.9,19.2153,94.7244,10,mb    ,4.5
665832,ISC      ,29/5/79,39:53.8,24.4962,94.7507,84.3,mb    ,5.3
665906,ISC      ,30/5/79,06:27.0,22.2056,94.5889,116.3,mb    ,4.2
665974,ISC      ,31/5/79,40:28.4,25.3081,95.0986,85,mb    ,4.5
663060,ISC      ,8/6/79,58:20.5,25.157,96.6092,21,mb    ,4.5
661737,ISC      ,13/7/79,20:10.6,24.8958,95.19,100.2,mb    ,4.9
662511,ISC      ,29/7/79,16:00.6,26.7896,91.8004,57.7,mb    ,4.7
659664,ISC      ,1/8/79,58:25.9,26.1405,95.3143,95,mb    ,4.6
659842,ISC      ,5/8/79,18:23.8,25.8625,99.6301,35,mb    ,4.6
660036,ISC      ,8/8/79,00:51.6,25.1438,98.8462,17,mb    ,4.7
660195,ISC      ,11/8/79,32:09.8,24.2136,94.8397,111.7,mb    ,5
660680,ISC      ,21/8/79,56:29.2,25.9236,95.0991,130,mb    ,4.1
659179,ISC      ,21/9/79,02:31.9,25.1431,96.5277,21,mb    ,4.9
659561,ISC      ,29/9/79,11:25.2,24.1122,95.7967,10,mb    ,4.3
656542,ISC      ,3/10/79,35:13.8,18.1872,94.797,40.3,mb    ,5.7
656856,ISC      ,9/10/79,27:43.8,21.4375,94.3834,97,mb    ,4.4
657449,ISC      ,17/10/79,06:44.0,23.7681,97.0355,35,mb    ,4.3
657561,ISC      ,19/10/79,13:25.9,23.0538,94.1864,105,mb    ,4.8
655235,ISC      ,7/11/79,42:52.6,21.9972,93.8745,64,mb    ,4.5
655518,ISC      ,12/11/79,31:18.9,22.7519,95.9882,32,mb    ,4.7
656120,ISC      ,25/11/79,40:46.0,25.1369,96.2609,6.1,mb    ,5.1
653641,ISC      ,3/12/79,24:53.7,22.8634,92.7618,35,mb    ,4.3
654468,ISC      ,21/12/79,31:50.6,27.0493,96.9671,10,mb    ,5.7
652105,ISC      ,1/1/80,47:50.3,26.1981,98.5981,35,MS    ,4.1
652348,ISC      ,6/1/80,11:48.5,25.8484,98.5986,35,mb    ,4.3
653341,ISC      ,27/1/80,25:43.1,24.6765,95.1119,112,mb    ,4.5
650873,ISC      ,8/2/80,20:22.3,21.2275,93.4823,49,mb    ,4.7
650960,ISC      ,10/2/80,17:55.1,19.2852,99.0908,10,mb    ,4.3
651517,ISC      ,21/2/80,24:00.4,18.2333,95.0908,35,mb    ,4.4
651653,ISC      ,23/2/80,28:11.3,23.3007,94.483,99,mb    ,4.4
650389,ISC      ,28/3/80,15:03.8,23.9421,94.6283,82.5,mb    ,5
647109,ISC      ,4/4/80,19:23.7,21.3222,93.7528,55,mb    ,5.2
647909,ISC      ,18/4/80,20:05.7,16.9767,94.8651,10,mb    ,4.4
648145,ISC      ,22/4/80,46:35.1,16.7924,94.721,10,mb    ,4.1
645187,ISC      ,6/5/80,22:58.8,24.6901,94.4489,35,mb    ,4.5
645616,ISC      ,14/5/80,47:08.1,22.1581,98.8313,9,mb    ,4.2
645970,ISC      ,20/5/80,19:53.3,23.8086,94.1868,78.9,mb    ,4.8
646524,ISC      ,27/5/80,32:19.6,25.8929,99.9766,35,mb    ,4.6
643364,ISC      ,11/6/80,25:12.0,25.8489,90.3977,24,mb    ,4.8
641968,ISC      ,16/7/80,55:29.9,22.5154,94.7411,35,mb    ,4.7
639478,ISC      ,1/8/80,22:41.5,23.8639,96.0531,44.5,mb    ,4.7
640052,ISC      ,12/8/80,44:03.6,24.7261,94.4317,50,mb    ,5
640637,ISC      ,27/8/80,30:18.3,15.953,94.6629,28.6,mb    ,5.4
640679,ISC      ,28/8/80,33:35.1,21.7715,94.7026,97,mb    ,4.3
640683,ISC      ,28/8/80,55:23.3,15.7744,94.6301,22,mb    ,4.8
638512,BKK      ,10/9/80,21:00.5,18.87,99.25,6,mL    ,3.6
638720,ISC      ,14/9/80,03:40.4,24.7672,95.1102,110,mb    ,4.5
636838,ISC      ,10/10/80,35:34.4,27.1434,96.9185,24.6,mb    ,4.8
637518,ISC      ,23/10/80,51:55.5,22.4622,94.646,106,mb    ,4.5
638000,ISC      ,30/10/80,29:41.9,23.9974,91.3592,30,mb    ,5
635729,ISC      ,19/11/80,56:06.5,26.2064,99.7618,35,mb    ,4.7
635789,ISC      ,20/11/80,14:12.4,22.723,93.8473,27.1,mb    ,5.4
634401,ISC      ,23/12/80,55:51.9,18.0945,99.7951,35,mL    ,4.2
634745,ISC      ,31/12/80,32:57.9,21.254,93.6176,44.4,mb    ,4.7
632643,ISC      ,14/1/81,02:59.9,18.4807,95.2147,35,mb    ,4.8
630714,ISC      ,1/2/81,27:47.3,24.7612,96.3658,10,mb    ,4.7
630965,ISC      ,7/2/81,37:17.5,26.3086,97.1234,15,mb    ,4.8
632064,ISC      ,28/2/81,58:22.4,25.9935,93.5748,35,mb    ,4.8
630697,ISC      ,31/3/81,41:25.1,26.5234,96.9212,25.4,mb    ,4.9
627766,ISC      ,4/4/81,58:19.3,24.9495,95.0297,104,mb    ,4.4
628049,ISC      ,11/4/81,24:05.1,24.6192,94.929,126.5,mb    ,4.5
628709,ISC      ,25/4/81,32:24.2,24.9145,95.3437,142.5,mb    ,5.8
628913,ISC      ,29/4/81,38:59.4,26.0836,96.5351,35,mb    ,4.3
625994,ISC      ,1/5/81,08:10.9,22.9445,94.4859,93.8,mb    ,4.9
626265,ISC      ,6/5/81,32:40.7,22.7289,93.8434,88,mb    ,4.5
626274,ISC      ,6/5/81,08:48.6,23.5231,92.6939,35,mb    ,4.4
626443,ISC      ,10/5/81,25:55.7,27.1058,100.3182,11,mb    ,4.5
626454,ISC      ,10/5/81,39:00.5,27.2501,100.0897,35,mb    ,4.4
626633,ISC      ,14/5/81,01:38.6,25.8911,98.6257,35,mb    ,4.8
625329,ISC      ,17/6/81,12:56.0,23.7933,93.6947,51,mb    ,4.5
625983,ISC      ,30/6/81,55:47.7,22.5863,95.2146,10,mb    ,5.3
623208,ISC      ,7/7/81,29:06.0,25.0892,97.893,12.7,mb    ,5.1
623717,ISC      ,15/7/81,52:24.7,22.5411,94.0177,100,mb    ,4.3
623889,ISC      ,18/7/81,00:39.5,24.815,94.5478,72,mb    ,4.8
624555,ISC      ,30/7/81,13:00.4,22.9914,94.6151,105,mb    ,4.6
612515,ISC      ,3/8/81,58:19.9,20.7619,93.2409,35,mb    ,4.6
612548,ISC      ,4/8/81,32:03.7,25.0541,97.883,10,mb    ,4.5
613015,ISC      ,14/8/81,09:31.6,25.0945,97.905,3.9,mb    ,5.3
613115,ISC      ,16/8/81,27:58.7,25.5397,96.7134,10,mb    ,4.6
613136,ISC      ,16/8/81,40:58.6,25.4755,96.5802,25,mb    ,4.6
613144,ISC      ,16/8/81,55:43.8,25.4885,96.6085,34.1,mb    ,5.2
613212,ISC      ,18/8/81,17:08.4,25.4571,96.0777,35,mb    ,4.7
613412,ISC      ,23/8/81,24:39.6,24.7733,94.8484,80,mb    ,4.6
613429,ISC      ,23/8/81,30:01.1,22.9571,94.4288,86.2,mb    ,4.8
613444,ISC      ,23/8/81,56:15.4,26.6777,95.9715,83,mb    ,4.5
613540,ISC      ,25/8/81,28:16.4,25.6244,96.6133,25,mb    ,3.9
613631,ISC      ,28/8/81,41:36.4,25.0256,97.6957,10,mb    ,4.3
613716,ISC      ,29/8/81,22:07.0,25.015,97.9755,10,mb    ,4.5
610988,ISC      ,5/9/81,17:11.4,26.5613,95.526,31.1,mb    ,4.6
611341,ISC      ,12/9/81,25:20.0,21.1289,99.4103,8.3,mb    ,5.1
609603,ISC      ,6/10/81,40:42.3,25.1664,95.6055,130,mb    ,4.2
609730,ISC      ,9/10/81,23:03.7,23.5296,94.2775,70,mb    ,4.8
608713,ISC      ,15/11/81,45:58.2,25.6409,95.0299,85,mb    ,4.7
608920,ISC      ,20/11/81,14:57.0,21.7582,90.6791,35,mb    ,4.2
608947,ISC      ,21/11/81,52:22.4,22.746,93.2309,41.6,mb    ,4.7
606933,ISC      ,9/12/81,52:57.7,27.4594,92.3867,18,mb    ,4.6
607017,ISC      ,11/12/81,22:07.3,24.9919,95.1031,104,mb    ,4.4
607491,ISC      ,20/12/81,00:31.6,27.5603,99.6591,35,mb    ,4.8
604955,ISC      ,3/1/82,37:43.8,24.6774,94.3273,82,mb    ,5
605388,ISC      ,11/1/82,53:02.1,24.7268,92.0288,38.7,mb    ,5
605791,ISC      ,18/1/82,26:16.8,19.1869,96.1629,10,mb    ,5.1
605994,ISC      ,21/1/82,18:52.3,21.0413,94.6941,91,mb    ,4.3
606196,ISC      ,24/1/82,35:40.9,21.3877,94.6698,114,mb    ,5.3
606395,ISC      ,28/1/82,18:08.9,25.4239,90.7004,34,mb    ,4.4
606560,ISC      ,31/1/82,54:27.9,25.0628,96.5059,21,mb    ,4.5
603907,BKK      ,11/2/82,43:29.2,19.8,97.9,33,mL    ,4
603965,ISC      ,12/2/82,00:04.8,21.9137,94.7491,100,mb    ,4.7
604663,ISC      ,26/2/82,05:45.0,25.235,90.6732,30,mb    ,4.7
604682,ISC      ,26/2/82,13:59.8,26.2493,92.1181,10,mb    ,4.8
601715,BKK      ,3/3/82,18:45:05,16.3,97.7,33,mL    ,3.2
602018,BKK      ,10/3/82,4:08:29,19.8,97.9,40,mL    ,3.8
602148,BKK      ,12/3/82,20:30:57,20.5,96.7,33,mL    ,4
602167,BKK      ,13/3/82,2:48:48,18.9,97.7,33,mL    ,2.9
602180,BKK      ,13/3/82,7:22:04,18.9,97.7,33,mL    ,3.2
602875,BKK      ,24/3/82,8:16:50,22.9,95.3,40,mL    ,4.1
602954,BKK      ,25/3/82,12:26:37,20.5,98.3,33,mL    ,3.5
603316,ISC      ,30/3/82,19:52.8,23.4536,95.5453,39,mb    ,5
603388,BKK      ,31/3/82,22:52:05,17.4,97,40,mL    ,2.9
600001,BKK      ,2/4/82,16:20:30,19.5,99.6,10,mL    ,3.1
600013,BKK      ,3/4/82,0:17:04,15.3,96,40,mL    ,4.4
600029,ISC      ,3/4/82,55:57.9,22.3324,94.3128,106,mb    ,4.7
600184,ISC      ,6/4/82,44:53.8,24.2556,94.2059,82,mb    ,4.7
600985,BKK      ,21/4/82,3:58:44,17.5,95.4,40,mL    ,3.7
598894,ISC      ,13/5/82,38:06.3,23.1572,94.9082,150,mb    ,4.3
598957,BKK      ,14/5/82,12:26:37,15.5,98.1,33,mL    ,3.4
599179,ISC      ,17/5/82,17:52.6,25.3574,94.9115,85,mb    ,4.7
599392,ISC      ,21/5/82,23:38.1,20.7723,95.8748,35,mb    ,4.7
599440,ISC      ,22/5/82,02:28.0,24.1957,93.9222,68.9,mb    ,4.6
596387,ISC      ,1/6/82,49:13.4,24.7177,94.6006,82,mb    ,4.5
596913,BKK      ,10/6/82,5:57:46,21.2,100,33,mL    ,4
597521,BKK      ,20/6/82,13:20:39,18.95,99.43,10,mL    ,4.4
597531,ISC      ,20/6/82,29:20.3,26.2783,89.9919,32,mb    ,4.6
597792,ISC      ,25/6/82,42:12.9,23.4458,94.7954,10,mb    ,4.3
594761,ISC      ,3/7/82,58:46.3,26.2313,99.6406,10,mb    ,4.3
594766,ISC      ,3/7/82,13:33.6,26.5757,100.0462,7.4,mb    ,5.2
594839,ISC      ,4/7/82,34:29.5,19.5263,90.5913,35,mb    ,5
594889,ISC      ,5/7/82,32:46.0,27.1745,96.1642,10,mb    ,4.7
594931,ISC      ,6/7/82,13:34.6,25.8909,90.3417,15.6,mb    ,5.1
595603,ISC      ,20/7/82,12:54.4,26.4472,99.9174,35,mb    ,4.4
592989,ISC      ,2/8/82,11:03.6,26.6008,99.9678,35,MS    ,4.1
593010,ISC      ,2/8/82,02:49.6,26.4371,99.8192,35,mb    ,4.8
594119,ISC      ,21/8/82,26:26.2,25.1976,92.1785,44,mb    ,4.6
594594,ISC      ,30/8/82,13:35.2,25.5256,96.5999,10,mb    ,4.7
594611,ISC      ,31/8/82,42:46.3,25.3275,91.474,27.9,mb    ,5
591518,ISC      ,4/9/82,51:20.8,22.9795,95.8439,32,mb    ,4.7
592001,ISC      ,14/9/82,01:23.4,25.984,95.8132,10,mb    ,4.8
592334,ISC      ,20/9/82,14:29.4,22.9026,95.8692,32,mb    ,4.9
592385,ISC      ,21/9/82,38:29.2,25.1667,91.3868,35,mb    ,5
590095,ISC      ,7/10/82,52:30.6,23.4776,94.2821,99,mb    ,4.4
590175,ISC      ,8/10/82,34:57.9,26.456,100.013,25.2,mb    ,4.9
590331,BKK      ,12/10/82,57:33.5,18.8,96.4,40,mL    ,3.2
